"URL","Institution Name","Index Herbariorum Record","Institution Code","Additional Institution Names","Institutional Discipline","URL for main institutional website","URL for institutional specimen catalog","URL for institutional webservices","Institutional LSID","Cool URI","Status of Institution","Institutional Governance","Institution Type","Description of Institution","Mailing Address 1","Mailing Address 2","Mailing Address 3","City/Town","State/Province","Postal/Zip Code","Country","Physical Address 1","Physical Address 2","Physical Address 3","City/Town","State/Province","Postal/Zip Code","Country","Primary Contact","CITES permit number","Date herbarium was founded","Geographic coverage of herbarium","Taxonomic coverage of herbarium","Number of specimens in herbarium","Incorporated Herbaria","Serials published by Institution"
"http://grbio.org/institution/university-canterbury","University of Canterbury","Yes","CANU<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:14490","http://biocol.org/urn:lsid:biocol.org:col:14490","Active","","Herbarium","Updated Jul 2009 (name and contact information for Herbarium Director Pelser).  R. M. Laing's algal herbarium on long-term loan to CHR. Quarantine restrictions apply for herbarium material sent to New Zealand - please contact us before sending any material. Government consent required to export types","School of Biological Sciences","Private Bag 4800","","Christchurch","","","New Zealand","Creyke Road, Ilam.","","","CHRISTCHURCH","","","New Zealand","Pieter B. Pelser","","1958","New Zealand and outlying islands indigenous and adventive flora.","","41000","",""
"http://grbio.org/institution/museo-de-historia-natural-la-salle","Museo de Historia Natural La Salle","Yes","CAR<IH>","Herbario","","","","","urn:lsid:biocol.org:col:13632","http://biocol.org/urn:lsid:biocol.org:col:13632","Active","","Herbarium","","Departamento de Botánica","Apartado 1930","","Caracas 1010-A","","","Venezuela","Avenida Boyacá, Edificio Fundación La Salle, Sotano 2, Mariperez.","","","CARACAS","","","Venezuela","Giuseppe  Colonnello","","1940","All groups, except fungi, of Isla de Margarita, Hacienda El Limón, Sierra de Perijá, Aragua, Bolívar, Edo Apure, and Delta Amacuro.","","19147","","Memoria de la Fundación La Salle."
"http://grbio.org/institution/carleton-college","Carleton College","Yes","CARL<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12752","http://biocol.org/urn:lsid:biocol.org:col:12752","Inactive","","Herbarium","Updated Jul 2012. This herbarium is closed.   CARL specimens from Costa Rica were  transferred to MO.  Other specimens were transferred to the University of Minnesota in the 1990s.  Uncurated specimens may be disposed of in the near future.","Biology Department","","","","","","","","","","","","","","","","1880","","","","",""
"http://grbio.org/institution/carmarthen-county-museum","Carmarthen County Museum","Yes","CARM<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12754","http://biocol.org/urn:lsid:biocol.org:col:12754","Active","","Herbarium","","Dyfed County Council","","","Carmarthen, Dyfed","Wales","","United Kingdom","","","","CARMARTHEN","Wales","","United Kingdom","","","","","","","",""
"http://grbio.org/institution/carthage-college","Carthage College","Yes","CART<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12755","http://biocol.org/urn:lsid:biocol.org:col:12755","Inactive","","Herbarium","Updated Aug 2012.  CART was transferred in full to WIS in 2011.","Biology Department","","","Kenosha","","","","","","","","Wisconsin","","","","","1916","Mainly vascular plants of eastern U.S.; Hancock County, Illinois.","","13000","",""
"http://grbio.org/institution/universit%C3%A0-di-catania","Università di Catania","Yes","CAT<IH>","Herbarium","","http://www.dipbot.unict.it/herbarium/erbario.aspx","","","urn:lsid:biocol.org:col:14393","http://biocol.org/urn:lsid:biocol.org:col:14393","Active","","Herbarium","Updated Mar 2011.  Spermatophytes Herbarium on-line:: http://www.dipbot.unict.it/herbarium/erbario.aspx; Seaweeds Herbarium on line: http://www.dipbot.unict.it/algologico/cercataxonp.aspx","Plant Biology Section","Department of Biology &quot;Marcello La Greca&quot;","Via Antonino Longo 19","Catania","","","Italy","","","","CATANIA","","95125","Italy","Salvatore Brullo","","1858","Vascular plants, bryophytes, and algae of Mediterranean area, especially Italy, Sicily, and Cyrenaica (Libya).","","500000","","Pubblicazioni del Dipartimento di Botanica dell'Università di Catania.; Gussonea."
"http://grbio.org/institution/catalina-island-conservancy","Catalina Island Conservancy","Yes","CATA<IH>","Herbarium","","","","","","http://grbio.org/cool/v6tx-2ims","Active","","Herbarium","Updated Jul 2012.  CATA is interested in developing active exchange programs with other herbaria specializing in the Southern California Floristic Province and/or Mediterranean floras worldwide. Please contact the curator for details.; ; Visits to the herbarium can be arranged through the Catalina Island Conservancy. Most visitors to the island travel via ferry (www.catalinaexpress.com), approximately an hour boat ride from Long Beach, CA. The herbarium is located at the Wrigley Memorial Botanical Garden. For details, contact the Conservancy or herbarium staff.","Post Office Box 2739","","","Avalon","California","","USA","1404 Avalon Canyon Rd.","","","Avalon","California","90704","USA","John J. Mack","","1971","Vascular plants of the California Channel Islands, particularly of Catalina Island.","","3000","",""
"http://grbio.org/institution/tropical-agricultural-research-and-training-center-catie","Tropical Agricultural Research and Training Center (CATIE)","Yes","CATIE<IH>","Herbario","","","","","urn:lsid:biocol.org:col:15110","http://biocol.org/urn:lsid:biocol.org:col:15110","Inactive","","Herbarium","CATIE transferred to USJ and CR.","Plant Production Department","Plant Genetics Resources Project of CATIE","Apartado Postal 15","Turrialba 7170","","","Costa Rica","","","","TURRIALBA","","","Costa Rica","","","","","","","",""
"http://grbio.org/institution/campbell-university","Campbell University","Yes","CAU<IH>","Herbarium","","","","","","http://grbio.org/cool/k5yp-m8nx","Active","","Herbarium","Entered Jun 2011.","Department of Biology","205 Day Dorm Road","","Buies Creek","North Carolina","","USA","205 Day Dorm Road","","","Buies Creek","North Carolina","27506","USA","J. Christopher Havran","","2011","Plants of the southeastern U.S.","","200","",""
"http://grbio.org/institution/universidad-del-cauca","Universidad del Cauca","Yes","CAUP<IH>","Herbario","","http://www.ucauca.edu.co~historia","","","urn:lsid:biocol.org:col:14291","http://biocol.org/urn:lsid:biocol.org:col:14291","Active","","Herbarium","Updated Aug 2011 (incorporated herbarium removed).","Museo de Historia Natural","","","Popayán","Cauca","","Colombia","Carrera 2, No.1A-25, Urbanización Caldas.","","","POPAYÁN","Cauca","","Colombia","Bernardo R. Ramírez","","1936","Bryophyta, Monilophyta, Lycophyta and seed plants of southwestern Colombia, Andes, and Pacific regions","","25500","","Novedades Colombianas, Nueva Serie."
"http://grbio.org/institution/university-california-berkeley-0","University of California at Berkeley","Yes","CAVA<IH>","Herbarium","","http://www.hastingsreserve.org","","","urn:lsid:biocol.org:col:15047","http://biocol.org/urn:lsid:biocol.org:col:15047","Active","","Herbarium","Updated Jan 2005.","Hastings Reserve","38601 East Carmel Valley Road","","Carmel Valley","California","","USA","","","","CARMEL VALLEY","California","93924","USA","Mark R. Stromberg","","1937","Vascular plants and lichens of Reservation.","","4000","",""
"http://grbio.org/institution/institut-de-recherche-pour-le-developpement-ird","Institut de Recherche pour le Developpement (IRD)","Yes","CAY<IH>","Herbier de Guyane","","http://www.cayenne.ird.fr/aublet2/","","","urn:lsid:biocol.org:col:15716","http://biocol.org/urn:lsid:biocol.org:col:15716","Active","","Herbarium","Updated April 2013 (staff update). Permanent field camp at St. Elie is available for botanists. CAY is a GBIF (Global Biodiversity Information Facility) data provider (123 564 records).","Boite Postale 165","","","97323 Cayenne Cédex","","","French Guiana","Terrain Rebard, Route de Montabo.","","","CAYENNE","","","French Guiana","Sophie Gonzalez","","1956","French Guiana (mostly), Surinam, Guyana, Brazil, Amazon Basin.","","170000","",""
"http://grbio.org/institution/national-trust-cayman-islands","National Trust for the Cayman Islands","Yes","CAYM<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:13731","http://biocol.org/urn:lsid:biocol.org:col:13731","Active","","Herbarium","","Environmental Programs","P.O. Box 31116 SMB","","Grand Cayman","","","Cayman Islands","17 Courts Road, George Town.","","","GRAND CAYMAN","","","Cayman Islands","Frederic J. Burton","","1990","Cayman Islands; collections used mainly for biodiversity assessment related to protected area planning and endangered species conservation.","","1369","",""
"http://grbio.org/institution/jihocesk%C3%A9-muzeum","Jihoceské muzeum","Yes","CB<IH>","Herbarium","","http://slovnik.seznam.cz","","","","http://grbio.org/cool/197b-7n6a","Active","","Herbarium","","Prírodovedecké oddelení","Dukelská 1","","CZ-370 51 Ceské Budejovice","","","Czech Republic","","","","CESKÉ BUDEJOVICE","","","Czech Republic","Martin  Lepsi","","1955","Southern Bohemia.","","95789","HUMP (4700 specimens).","Sborník Jihoceského Muzea v Ceských Budejovicích, Prírodní Vedy."
"http://grbio.org/institution/university-south-bohemia","University of South Bohemia","Yes","CBFS<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:15554","http://biocol.org/urn:lsid:biocol.org:col:15554","Active","","Herbarium","Updated Nov 2007.","Department of Botany","Faculty of Science","Branisovská 31","CZ-370 05 Ceské Budejovice","","","Czech Republic","Na Zlaté stoce 1","","","CESKÉ BUDEJOVICE","","","Czech Republic","Jan Kucera","","1994","Europe, especially central Europe, Alps, and Carpathian Mountains; Scrophulariaceae; bryophytes.","","25000","",""
"http://grbio.org/institution/natural-history-museum-and-institute","Natural History Museum and Institute","Yes","CBM<IH>","Herbarium","","http://www.chiba-muse.or.jp/NATURAL/index.htm","","","urn:lsid:biocol.org:col:13737","http://biocol.org/urn:lsid:biocol.org:col:13737","Active","","Herbarium","","955-2 Aoba-cho, Chuo-ku","","","Chiba","Chiba","","Japan","","","","CHIBA","Chiba","260-8682","Japan","Yuki  Mikanagi","","1989","Chiba prefecture; Japan; Asia","","300000","",""
"http://grbio.org/institution/conservatoire-botanique-pierre-fabre","Conservatoire Botanique Pierre Fabre","Yes","CBPF<IH>","Pierre Fabre Herbarium","","","","","","http://grbio.org/cool/gekm-a1a2","Active","Private, non-profit: General","Botanical Garden (with or without associated herbarium)","Entered Oct 2012.  The herbarium contains 2600 specimens from the Société pour l'échange des plantes vasculaires de l'Europe et du bassin méditerranéen, and 1447 specimens from the  Herbarium of the Phnom Penh Faculty of Pharmacy ; USSC-IRPF joint Laboratory Université des Sciences et de la Santé du Cambodge, 73, Monivong Boulevard, Phnom Penh, Cambodia.  An associated botanical library, with more than 1000 volumes, is available to researchers.","Route de Cambounet","","","Soual","","","France","","","","","","81580","France","Jean-Gabriel Fouché","FR 81A","2001","Vascular plants from Europe, Cambodia.","","8900","",""
"http://grbio.org/institution/chungbuk-national-university","Chungbuk National University","Yes","CBU<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:15120","http://biocol.org/urn:lsid:biocol.org:col:15120","Active","","Herbarium","","School of Life Science","College of Natural Science","Gaesin-dong san 48, Heungdeok-gu","Cheongju-si 361-763","Chungbuk","","South Korea","","","","CHEONGJU","Chungbuk","","South Korea","Byoung Un Oh","","1988","Worldwide, especially northeastern Asia; Fumariaceae; Euphorbiaceae; Liliaceae","","35000","",""
"http://grbio.org/institution/royal-museum-and-art-gallery","Royal Museum and Art Gallery","Yes","CBY<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:13954","http://biocol.org/urn:lsid:biocol.org:col:13954","Active","","Herbarium","","18 High Street","","","Canterbury, Kent CT1 2RA","England","","United Kingdom","","","","CANTERBURY","England","","United Kingdom","Ralph  Anderson","","","England.","","122","",""
"http://grbio.org/institution/central-china-agricultural-university","Central China Agricultural University","Yes","CCAU<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12761","http://biocol.org/urn:lsid:biocol.org:col:12761","Active","","Herbarium","","Shiziuan, Wuchang","","","Wuhan","Hubei","","China","","","","WUHAN","Hubei","430070","China","Long-Qing  Cheng","","1986","Yangtze River; Hubei; Mount Lushan.","","30000","",""
"http://grbio.org/institution/federal-university-tocantins","Federal University of Tocantins","Yes","CCCR<IH>","Culture Collection Carlos Rosa","","","","","","http://grbio.org/cool/z3n5-7he3","Active","","Herbarium","Entered May 2013.","Prédio de Coleções","109 Norte, Av. NS-15, ALCN014","","Palmas","Tocantins","","Brazil","Avenida Norte-Sul 15, 109 Norte,","","","Palmas","Tocantins","77001923","Brazil","","","2010","Fungal cultures","","2500","",""
"http://grbio.org/institution/mus%C3%A9um-1","Muséum","Yes","CCEC<IH>","Herbier","","http://www.museum-lyon.org","","","","http://grbio.org/cool/4cqc-inyw","Active","","Herbarium","Updated Mar 2005.","Centre de Conservation et d'Etude des Collections","13 A rue Bancel","","F-69007 Lyon","","","France","","","","LYON","","","France","M. Joël  Clary","","2002","Historical and regional herbarium of Clémence Lortet (first half of the 19th century, Lyon, and surroundings, including cryptogams and fungi); general herbarium of Saint-Etienne; recent collections from France and the Mediterranean Basin.","","15000","",""
"http://grbio.org/institution/cornwall-college-further-and-higher-education","Cornwall College of Further and Higher Education","Yes","CCFHE<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12892","http://biocol.org/urn:lsid:biocol.org:col:12892","Active","","Herbarium","","Natural Sciences Department","","","Redruth, Cornwall","England","","United Kingdom","","","","REDRUTH","England","","United Kingdom","","","","","","","",""
"http://grbio.org/institution/university-cape-coast","University of Cape Coast","Yes","CCG<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:14491","http://biocol.org/urn:lsid:biocol.org:col:14491","Active","","Herbarium","","Botany Department","PMB","","Cape Coast","","","Ghana","","","","CAPE COAST","","","Ghana","Damien H. Amewowor","","","Ghana, especially angiosperms.","","2462","",""
"http://grbio.org/institution/university-arizona-south-agricultural-extension-service","University of Arizona South, Agricultural Extension Service","Yes","CCH<IH>","Herbarium","","http://cochisecountyherbarium.org/","","","","http://grbio.org/cool/xmph-9955","Active","","Herbarium","Entered Apr 2011.  CCH is totally staffed by volunteers.  The herbarium is supported both by the Extension Service of the University of Arizona south and by fund raising.  CCH is a participant in SEINET (http://swbiodiversity.org/seinet/index.php)","1140 North Colombo Ave.","","","Sierra Vista","Arizona","","USA","","","","Sierra Vista","Arizona","85635","USA","Cecile Lumer","","2003","Specimens are mainly from Cochise County but also include many from the rest of Arizona and northern Mexico (Sonora) as well as from surrounding states of New Mexico, California and Utah.","","3500","",""
"http://grbio.org/institution/changchun-college-traditional-chinese-medicine","Changchun College of Traditional Chinese Medicine","Yes","CCM<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12785","http://biocol.org/urn:lsid:biocol.org:col:12785","Active","","Herbarium","","Department of Chinese Materia Medica","15 Gongnong Main Road","","Changchun","Jilin","","China","","","","CHANGCHUN","Jilin","130021","China","","","1963","Jilin, especially Mt. Changbai; marine algae of Dalian.","","18000","",""
"http://grbio.org/institution/concordia-college","Concordia College","Yes","CCMH<IH>","Herbarium","","","","","","http://grbio.org/cool/m13f-wyne","Active","","Herbarium","Entered Nov 2012.","901 8th Street South","","","Moorhead","Minnesota","","USA","901 8th Street South","","","Moorhead","Minnesota","56562","USA","Laura Aldrich-Wolfe","","1971","Plants of Minnesota.","","10500","",""
"http://grbio.org/institution/connecticut-college","Connecticut College","Yes","CCNL<IH>","Charles B. Graves Herbarium","","","","","urn:lsid:biocol.org:col:15558","http://biocol.org/urn:lsid:biocol.org:col:15558","Active","","Herbarium","","Department of Botany and Environmental Studies Program","","","New London","Connecticut","","USA","","","","NEW LONDON","Connecticut","6320","USA","Chad Jones","","1930","New England, emphasizing Connecticut, the natural areas of Connecticut Arboretum, and Monroe and Pike counties, Pennsylvania.","","12500","",""
"http://grbio.org/institution/central-china-normal-university","Central China Normal University","Yes","CCNU<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12762","http://biocol.org/urn:lsid:biocol.org:col:12762","Active","","Herbarium","","Biology Department","100 Luoyu Road","","Wuhan","","","China","","","","WUHAN","Hubei","430070","China","","","1952","Vascular plants of Hubei, Guanxi, Yunnan, Hainan, and Mt. Lushan.","","100000","",""
"http://grbio.org/institution/carleton-university","Carleton University","Yes","CCO<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12753","http://biocol.org/urn:lsid:biocol.org:col:12753","Inactive","","Herbarium","Updated Nov 2012.  CCO fungi transferred to DAOM; CCO lichens transferred to CANL; CCO algae transferred to CANA; CCO bryophytes transferred to CANM. The vascular plants were transferred to OTT.  Currently, the CCO specimens remain separate from the main OTT collection, but may eventually be incorporated.","Biology Department","","","","","","","","","","","","","","","","1952","","","","",""
"http://grbio.org/institution/chichester-district-museum","Chichester District Museum","Yes","CCR<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12799","http://biocol.org/urn:lsid:biocol.org:col:12799","Inactive","","Herbarium","CCR transferred to HSM.","29 Little London","","","Chichester, West Sussex","England","","United Kingdom","","","","CHICHESTER","England","","United Kingdom","","","","","","","",""
"http://grbio.org/institution/central-connecticut-state-university","Central Connecticut State University","Yes","CCSU<IH>","Orville Bissett Herbarium","","","","","urn:lsid:biocol.org:col:12763","http://biocol.org/urn:lsid:biocol.org:col:12763","Active","","Herbarium","","Biological Sciences Department","P.O. Box 4010, 1615 Stanley Street","","New Britain","Connecticut","","USA","Copernicus Hall, Room 334.","","","NEW BRITAIN","Connecticut","06050-4010","USA","Douglas  Carter","","1965","Central Connecticut.","","7380","",""
"http://grbio.org/institution/friends-chagos","Friends of the Chagos","Yes","CCT<IH>","","","","","","","http://grbio.org/cool/5vnv-iywg","Active","","Herbarium","Pre-registered Mar 2011","","","","","","","","","","","","","","","","","","","","","",""
"http://grbio.org/institution/universidade-federal-de-s%C3%A3o-carlos-campus-sorocaba","Universidade Federal de São Carlos - campus Sorocaba","Yes","CCTS<IH>","Herbarium","","","","","","http://grbio.org/cool/xry6-pckr","Active","","Herbarium","Entered Dec 2012.","Rod. João Leme dos Santos km 110","","","Sorocaba","","","","","","","","SP","18052-780","","Ingrid Koch","","2012","Vascular plants of the Sorocaba region of  Brazil.","","1000","",""
"http://grbio.org/institution/california-department-food-and-agriculture-0","California Department of Food and Agriculture","Yes","CDA<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:14927","http://biocol.org/urn:lsid:biocol.org:col:14927","Active","","Herbarium","Updated Sep 2008. 50 000 seed collections.","Plant Pest Diagnostics Branch","3294 Meadowview Road","","Sacramento","California","","USA","","","","SACRAMENTO","California","95832-1448","USA","G. F. Hrusa","","1920","Weeds; cultivated plants; roadside plants; California native flora","","35000","",""
"http://grbio.org/institution/chengdu-institute-biology","Chengdu Institute of Biology","Yes","CDBI<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12796","http://biocol.org/urn:lsid:biocol.org:col:12796","Active","","Herbarium","Updated May 2010 (staff change).","P.O. Box 416","","","Chengdu","Sichuan","","China","Fourth Block No. 9, Ren Min Nan Lu (South People Road).","","","CHENGDU","Sichuan","610041","China","Xin-Fen  Gao","","1959","Vascular plants of China, especially Sichuan Province and vicinity.","","200000","","Flora Sichuanica."
"http://grbio.org/institution/changdu-institute-drug-control","Changdu Institute for Drug Control","Yes","CDC<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12786","http://biocol.org/urn:lsid:biocol.org:col:12786","Active","","Herbarium","","25 Shuanghuaishu Street","","","Chengdu","Sichuan","","China","","","","CHENGDU","Sichuan","610061","China","","","1962","Medicinal plants of northwestern Sichuan.","","12000","",""
"http://grbio.org/institution/chengdu-college-traditional-chinese-medicine","Chengdu College of Traditional Chinese Medicine","Yes","CDCM<IH>","Chinese Materia Medica Herbarium Centre","","","","","urn:lsid:biocol.org:col:12795","http://biocol.org/urn:lsid:biocol.org:col:12795","Active","","Herbarium","","37 Shierqiao Street","","","Chengdu","Sichuan","","China","","","","CHENGDU","Sichuan","610075","China","","","1956","Mainly medicinal plants of Sichuan.","","50000","",""
"http://grbio.org/institution/cardiff-museum","Cardiff Museum","Yes","CDFM<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12751","http://biocol.org/urn:lsid:biocol.org:col:12751","Inactive","","Herbarium","CDFM transferred to NMW.","Cardiff Corporation","","","Cardiff","Wales","","United Kingdom","","","","CARDIFF","Wales","","United Kingdom","","","","","","","",""
"http://grbio.org/institution/canadian-forest-service-atlantic","Canadian Forest Service - Atlantic","Yes","CDFN<IH>","Herbarium and Mycoherbarium","","http://www.atl.cfs.nrcan.gc.ca/","","","urn:lsid:biocol.org:col:12745","http://biocol.org/urn:lsid:biocol.org:col:12745","Active","","Herbarium","Updated May 2009.","Natural Resources Canada","P.O. Box 960","","Corner Brook","Newfoundland","","Canada","Forest Centre, Sir Wilfred Grenfell College.","","","CORNER BROOK","Newfoundland","A2H 6J3","Canada","Patricia Baines","","1956","Vascular plants of eastern North America; forest fungi of Atlantic Canada (Newfoundland and Labrador).","","6000","",""
"http://grbio.org/institution/whitgift-school","Whitgift School","Yes","CDN<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:14752","http://biocol.org/urn:lsid:biocol.org:col:14752","Active","","Herbarium","","Haling Park","","","Croydon, Surrey","England","","United Kingdom","","","","LONDON","England","","United Kingdom","","","","","","","",""
"http://grbio.org/institution/central-drug-research-institute","Central Drug Research Institute","Yes","CDRI<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:12764","http://biocol.org/urn:lsid:biocol.org:col:12764","Active","","Herbarium","","Botany Division","P.B. 173, Chattar Manzil Palace","","Lucknow 226 001","Uttar Pradesh","","India","Chattar Manzil Palace, Mahatma Gandhi Marg.","","","LUCKNOW","Uttar Pradesh","","India","T. K. Chakraborty","","1951","Indian higher plants, especially Himalayas, northeastern India, southern peninsular India, and Andaman and Nicobar Islands; marine flora, especially Indian coasts.","","50000","",""
"http://grbio.org/institution/charles-darwin-research-station","Charles Darwin Research Station","Yes","CDS<IH>","Herbarium","","http://www.darwinfoundation.org","","","urn:lsid:biocol.org:col:15840","http://biocol.org/urn:lsid:biocol.org:col:15840","Active","","Herbarium","Updated Oct 2010.  Staff email change.","Botany Department","Casilla 17-01-3891","","Quito","","","Ecuador","Charles Darwin Research Station, Puerto Ayora, Isla Santa Cruz, Galápagos, Ecuador.","","","PUERTO AYORA","","","Ecuador","Frank Bungartz","","1964","Galápagos Islands.","","12000","","Noticias de Galápagos."
"http://grbio.org/institution/tadulako-university","Tadulako University","Yes","CEB<IH>","Herbarium Celebense","","","","","urn:lsid:biocol.org:col:14168","http://biocol.org/urn:lsid:biocol.org:col:14168","Active","","Herbarium","","Kampus Bumi Tadulako, Tondo","","","Palu 94118","Central Sulawesi","","Indonesia","","","","PALU","Central Sulawesi","","Indonesia","Ramadanil  Pitopang","","1999","Indonesia, especially Central Sulawesi.","","5000","",""
"http://grbio.org/institution/university-san-carlos","University of San Carlos","Yes","CEBU<IH>","Herbarium","","http://www.usc.edu.ph/department/biology","","","urn:lsid:biocol.org:col:14603","http://biocol.org/urn:lsid:biocol.org:col:14603","Active","","Herbarium","Modest accommodations available by arrangement for visiting botanists.","Biology Department","","","Cebu City 6000","Cebu","","Philippines","A. S. Building, 4th floor, USC-Talamban Campus, Cebu City.","","","CEBU CITY","Cebu","","Philippines","Danilo B. Largo","","1953","Central and southern Philippines; all groups.","","16500","","The Philippine Scientist.; Philippine Quarterly of Culture and Society."
"http://grbio.org/institution/international-center-ethnomedicine-and-drug-development","International Center for Ethnomedicine and Drug Development","Yes","CEDD<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:15139","http://biocol.org/urn:lsid:biocol.org:col:15139","Active","","Herbarium","Updated Sep 2004.","Box 3138, 110 Aku Road","","","Nsukka 410001","Enugu","","Nigeria","","","","NSUKKA","Enugu","","Nigeria","Alfred O. Ozioko","","1991","Nigeria.","","8000","",""
"http://grbio.org/institution/university-illinois-0","University of Illinois","Yes","CEL<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:14528","http://biocol.org/urn:lsid:biocol.org:col:14528","Active","","Herbarium","","Crop Sciences Department","Crop Evolution Laboratory","1102 South Goodwin Avenue, AE 120 Turner Hall","Urbana","Illinois","","USA","","","","URBANA","Illinois","61801-4798","USA","T.  Hymowitz","","1967","Poaceae, particularly Andropogoneae and genera of cereals; cultivated Fabaceae.","","55000","",""
"http://grbio.org/institution/embrapa-recursos-geneticos-e-biotecnologia-cenargen","EMBRAPA Recursos Geneticos e Biotecnologia - CENARGEN","Yes","CEN<IH>","Herbário","","http://www.cenargen.embrapa.br/rec_gen/herbarium/","","","urn:lsid:biocol.org:col:15624","http://biocol.org/urn:lsid:biocol.org:col:15624","Active","","Herbarium","Updated Aug 2011 (postal code).  CENARGEN coordinates a network of gene banks throughout Brazil. Germplasm collection.","Caixa Postal 02372","","","70.770-900 Brasília","Distrito Federal","","Brazil","Empresa Brasileira de Pesquisa Agropecuária (EMBRAPA); Centro Nacional de Pesquisa de Recursos Genéticos e Biotecnologia (CENARGEN), SAIN, Parque Rural.","","","BRASÍLIA","Distrito Federal","","Brazil","Taciana Barbosa Cavalcanti","","1976","Cerrado; economic plants, including wild relatives, especially forage grasses, legumes, cassava, groundnut, pineapple, peppers, yams, palms, ornamentals, and medicinal plants.","","30000","","Useful Palms of Tropical America, Newsletter."
"http://grbio.org/institution/cepec-ceplac","CEPEC, CEPLAC","Yes","CEPEC<IH>","Herbário Centro de Pesquisas do Cacau","","","","","urn:lsid:biocol.org:col:15526","http://biocol.org/urn:lsid:biocol.org:col:15526","Active","","Herbarium","Revisions of plant families for the Atlantic coastal region by outside specialists are welcome. Formerly listed under ILHÉUS.","Caixa Postal 7","","","45600-000 Itabuna","Bahia","","Brazil","Centro de Pesquisas do Cacau (CEPEC), Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC), Km 22 on the highway from Ilhéus to Itabuna.","","","ITABUNA","Bahia","","Brazil","André Márcio Amorim","","1965","Bahia and Espírito Santo; emphasis on Atlantic coastal vegetation.","","90000","","Revista Theobroma.; Agrotrópica.; Boletim Técnico (CEPEC)."
"http://grbio.org/institution/university-0","University","Yes","CERN<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:14457","http://biocol.org/urn:lsid:biocol.org:col:14457","Active","","Herbarium","CERN same as CHER. Use CHER.","Botanical Institute","","","Chernivtsi","","","Ukraine","","","","CHERNIVTSI","","","Ukraine","","","","","","","",""
"http://grbio.org/institution/universidade-federal-de-juiz-de-fora","Universidade Federal de Juiz de Fora","Yes","CESJ<IH>","Herbário Leopoldo Krieger","","","","","urn:lsid:biocol.org:col:15387","http://biocol.org/urn:lsid:biocol.org:col:15387","Active","","Herbarium","Updated Jan 2013 (new curator).","Departamento de Botânica","Instituto de Ciências Biológicas","Rua José Lourenço Kelmer, s/n - Campus Universitário, Bairro São Pedro","36036-330 Juiz de Fora","Minas Gerais","","Brazil","Campus Universitário.","","","JUIZ DE FORA","Minas Gerais","","Brazil","Vinícius Antonio de Oliveira Dittrich","","1941","Brazil, especially Minas Gerais; Amazonia, especially Tefé; all plant groups, especially vascular plants and lichens.","","57000","",""
"http://grbio.org/institution/muzeum-te%C5%A1%C3%ADnska","Muzeum Tešínska","Yes","CESK<IH>","Herbarium","","","","","","http://grbio.org/cool/4eq3-t0g6","Active","","Herbarium","Loans limited to institutions in Czech Republic.","","","","737 01 Ceský Tešín","","","Czech Republic","Hlavní Trída 13.","","","CESKÝ TEŠÍN","","","Czech Republic","Katerina Švendová","","1972","Vascular plant flora of District Karviná.","","10700","","Tešínsko."
"http://grbio.org/institution/northern-forestry-centre-canadian-forest-service-0","Northern Forestry Centre, Canadian Forest Service","Yes","CFB<IH>","Herbarium","","","","","urn:lsid:biocol.org:col:13058","http://biocol.org/urn:lsid:biocol.org:col:13058","Active","","Herbarium","CFB (Calgary) moved to Edmonton in 1971.","5320 122 Street","","","Edmonton","Alberta","","Canada","","","","EDMONTON","Alberta","T6H 3S5","Canada","Yasu  Hiratsuka","","1952","Forest fungi; Canada, especially Alberta, Saskatchewan, Manitoba, and Northwest Territories.","","22000","Part of SAFB; part of WINF; WINFM.",""
